transactionID,storeID,date,state,season,temperature,weather_condition,category,is_holiday,total_amount,profit_margin,items_count,payment_method,customer_type
TXN008641,ST001,8/20/23,CA,Summer,28.9,Partly Cloudy,Sunscreen,FALSE,73.97,0.1611,4,Credit Card,Regular
TXN008444,ST001,8/20/23,CA,Summer,29.9,Humid,Swimming Gear,FALSE,25.32,0.2147,14,Credit Card,Premium
TXN000850,ST003,8/20/23,NY,Summer,27.4,Hot,Swimming Gear,FALSE,78.13,0.21,3,Credit Card,Premium
TXN007372,ST001,8/20/23,CA,Summer,29.7,Partly Cloudy,Summer Clothing,FALSE,88.73,0.2454,12,Credit Card,Premium
TXN004891,ST004,8/21/23,FL,Summer,37,Thunderstorm,Sunscreen,FALSE,31.53,0.2635,5,Debit Card,Premium
TXN006398,ST004,8/21/23,FL,Summer,29,Partly Cloudy,Summer Clothing,FALSE,53.24,0.2316,8,Debit Card,Regular
TXN001078,ST003,8/21/23,NY,Summer,31.2,Dry,Outdoor Furniture,FALSE,109.02,0.2018,5,Credit Card,Premium
TXN003289,ST002,8/21/23,TX,Summer,33.8,Clear,Cleaning Supplies,FALSE,77.03,0.2583,7,Digital Wallet,Premium
TXN007397,ST001,8/21/23,CA,Summer,29.3,Partly Cloudy,Outdoor Furniture,FALSE,112.48,0.2391,3,Debit Card,Regular
TXN000448,ST001,8/21/23,CA,Summer,29.4,Clear,Outdoor Furniture,FALSE,131.76,0.2159,2,Debit Card,Regular
TXN001317,ST002,8/21/23,TX,Summer,26.1,Partly Cloudy,Holiday Decorations,FALSE,18.99,0.2028,1,Cash,Regular
TXN003521,ST003,8/21/23,NY,Summer,30.2,Partly Cloudy,Winter Clothing,FALSE,252.16,0.2251,6,Digital Wallet,Regular
TXN004776,ST004,8/21/23,FL,Summer,29.4,Thunderstorm,School Supplies,FALSE,62.79,0.2294,11,Cash,Regular
TXN008743,ST003,8/21/23,NY,Summer,25.2,Thunderstorm,Halloween Items,FALSE,263.19,0.2104,14,Credit Card,Premium
TXN009081,ST004,8/21/23,FL,Summer,28.1,Thunderstorm,Air Conditioners,FALSE,87.99,0.3137,4,Digital Wallet,Regular
TXN001935,ST004,8/21/23,FL,Summer,33.7,Dry,Hot Beverages,FALSE,87.17,0.2681,14,Credit Card,Regular
TXN002486,ST003,8/21/23,NY,Summer,31.5,Thunderstorm,Summer Clothing,FALSE,56.48,0.227,11,Debit Card,Regular
TXN005382,ST002,8/21/23,TX,Summer,26.7,Clear,Spring Clothing,FALSE,80.67,0.2608,5,Credit Card,Premium
TXN005149,ST004,8/21/23,FL,Summer,25.8,Humid,Sunscreen,FALSE,49.83,0.2537,6,Digital Wallet,Premium
TXN003698,ST003,8/21/23,NY,Summer,28.8,Warm,Cleaning Supplies,FALSE,58.65,0.1955,7,Credit Card,New
TXN008229,ST005,8/21/23,IL,Summer,25.8,Thunderstorm,Sunscreen,FALSE,107.25,0.2095,3,Debit Card,Premium
TXN005738,ST005,8/22/23,IL,Summer,28.6,Sunny,Sunscreen,FALSE,154.79,0.2385,7,Credit Card,Premium
TXN003080,ST005,8/22/23,IL,Summer,25.9,Partly Cloudy,Sunscreen,FALSE,47.61,0.2361,14,Credit Card,Regular
TXN009815,ST005,8/22/23,IL,Summer,27.2,Humid,Summer Clothing,FALSE,63.39,0.2132,8,Debit Card,Regular
TXN008451,ST005,8/22/23,IL,Summer,31.7,Dry,Swimming Gear,FALSE,99.83,0.2318,9,Digital Wallet,Regular
TXN007169,ST001,8/22/23,CA,Summer,30,Partly Cloudy,Swimming Gear,FALSE,116.03,0.2419,2,Debit Card,Regular
TXN008295,ST005,8/22/23,IL,Summer,37.1,Hot,Sunscreen,FALSE,37.64,0.2565,9,Credit Card,Regular
TXN006976,ST002,8/22/23,TX,Summer,25.1,Thunderstorm,Outdoor Furniture,FALSE,193.89,0.2542,14,Credit Card,Regular
TXN000260,ST002,8/22/23,TX,Summer,26.4,Partly Cloudy,Home Decor,FALSE,84.37,0.2646,7,Digital Wallet,Regular
TXN005998,ST003,8/22/23,NY,Summer,25.8,Humid,Air Conditioners,FALSE,40.68,0.2018,7,Debit Card,Regular
TXN006287,ST001,8/22/23,CA,Summer,24.7,Sunny,Swimming Gear,FALSE,59.91,0.1542,9,Cash,Regular
TXN000084,ST001,8/22/23,CA,Summer,28.8,Hot,Outdoor Furniture,FALSE,112.99,0.1759,1,Debit Card,Premium
TXN008466,ST002,8/22/23,TX,Summer,29.7,Humid,Outdoor Furniture,FALSE,369.56,0.2204,10,Digital Wallet,Regular
TXN003918,ST004,8/22/23,FL,Summer,24.9,Sunny,Summer Clothing,FALSE,127.64,0.2591,1,Credit Card,Premium
TXN009579,ST005,8/22/23,IL,Summer,26.6,Partly Cloudy,Outdoor Furniture,FALSE,77.36,0.2777,7,Debit Card,Regular
TXN000714,ST003,8/22/23,NY,Summer,31.9,Humid,Winter Clothing,FALSE,190.56,0.1817,8,Credit Card,Premium
TXN004946,ST003,8/22/23,NY,Summer,30.2,Partly Cloudy,Outdoor Furniture,FALSE,85.13,0.1572,7,Debit Card,Premium
TXN007533,ST005,8/22/23,IL,Summer,27,Warm,Sunscreen,FALSE,65.77,0.2157,5,Credit Card,Regular
TXN004668,ST002,8/22/23,TX,Summer,32.6,Thunderstorm,Air Conditioners,FALSE,32.51,0.2537,14,Debit Card,New
TXN009450,ST002,8/22/23,TX,Summer,28.6,Thunderstorm,Outdoor Furniture,FALSE,62.38,0.214,8,Credit Card,Premium
TXN007319,ST005,8/22/23,IL,Summer,33.7,Humid,Swimming Gear,FALSE,62.72,0.2364,5,Credit Card,Regular
TXN008996,ST004,8/22/23,FL,Summer,31.5,Hot,Swimming Gear,FALSE,89.9,0.2481,13,Credit Card,Regular
TXN002195,ST004,8/22/23,FL,Summer,31,Humid,Rain Gear,FALSE,48.21,0.2379,12,Credit Card,Regular
TXN007973,ST004,8/22/23,FL,Summer,33.5,Thunderstorm,Sunscreen,FALSE,82.31,0.3196,8,Debit Card,Regular
TXN008821,ST004,8/22/23,FL,Summer,32.4,Thunderstorm,Air Conditioners,FALSE,56.08,0.2636,14,Debit Card,Regular
TXN000867,ST005,8/22/23,IL,Summer,29.5,Thunderstorm,Outdoor Furniture,FALSE,189.79,0.2188,1,Digital Wallet,Regular
TXN000976,ST005,8/22/23,IL,Summer,30.1,Thunderstorm,Sunscreen,FALSE,65.02,0.2551,3,Credit Card,Regular
TXN000389,ST002,8/22/23,TX,Summer,33.9,Partly Cloudy,School Supplies,FALSE,73.42,0.2965,13,Credit Card,Regular
TXN002687,ST001,8/22/23,CA,Summer,28.8,Humid,Outdoor Furniture,FALSE,220.57,0.1774,14,Debit Card,Premium
TXN001343,ST005,8/22/23,IL,Summer,29.6,Humid,Swimming Gear,FALSE,61.33,0.2465,12,Debit Card,Regular
TXN001396,ST002,8/22/23,TX,Summer,26.9,Hot,Halloween Items,FALSE,63.4,0.2209,9,Cash,Regular
TXN002477,ST002,8/22/23,TX,Summer,24.2,Partly Cloudy,Sunscreen,FALSE,132.98,0.2148,12,Cash,Premium
TXN009293,ST004,8/22/23,FL,Summer,26.4,Partly Cloudy,Snow Equipment,FALSE,88.11,0.258,1,Cash,Regular
TXN003366,ST001,8/22/23,CA,Summer,31.2,Partly Cloudy,School Supplies,FALSE,108.74,0.1904,6,Credit Card,Regular
TXN009729,ST003,8/22/23,NY,Summer,26.3,Thunderstorm,Yard Tools,FALSE,103.27,0.2008,3,Digital Wallet,New
TXN008744,ST001,8/22/23,CA,Summer,35.5,Clear,Air Conditioners,FALSE,64.84,0.2474,14,Credit Card,Regular
TXN009720,ST004,8/22/23,FL,Summer,32.3,Humid,Outdoor Furniture,FALSE,150.6,0.2956,1,Debit Card,New
TXN009407,ST005,8/23/23,IL,Summer,26.9,Hot,Holiday Decorations,FALSE,71.2,0.2266,3,Cash,Regular
TXN000205,ST003,8/23/23,NY,Summer,27.3,Hot,Rain Gear,FALSE,37.05,0.2197,1,Credit Card,Premium
TXN000210,ST003,8/23/23,NY,Summer,33.8,Hot,Summer Clothing,FALSE,205.44,0.2015,11,Credit Card,Regular
TXN000849,ST003,8/23/23,NY,Summer,31.8,Humid,Summer Clothing,FALSE,83.41,0.1852,2,Cash,New
TXN008264,ST003,8/23/23,NY,Summer,28.1,Clear,Halloween Items,FALSE,83.05,0.2195,13,Cash,Premium
TXN006157,ST004,8/23/23,FL,Summer,31,Hot,Winter Clothing,FALSE,43.5,0.2877,8,Debit Card,Regular
TXN009403,ST002,8/23/23,TX,Summer,29.9,Warm,Sunscreen,FALSE,71.23,0.2104,9,Debit Card,Premium
TXN005359,ST002,8/23/23,TX,Summer,28.6,Humid,School Supplies,FALSE,61.75,0.2729,14,Cash,Regular
TXN008605,ST002,8/23/23,TX,Summer,27.4,Partly Cloudy,Sunscreen,FALSE,58.66,0.2046,2,Cash,Regular
TXN006920,ST001,8/23/23,CA,Summer,29.4,Humid,Summer Clothing,FALSE,38.64,0.1501,12,Debit Card,Premium
TXN004347,ST005,8/23/23,IL,Summer,30,Partly Cloudy,School Supplies,FALSE,56.99,0.2184,5,Cash,Premium
TXN007586,ST001,8/23/23,CA,Summer,28.6,Hot,Sunscreen,FALSE,32.1,0.2358,9,Debit Card,Regular
TXN004949,ST002,8/23/23,TX,Summer,27.8,Sunny,Air Conditioners,FALSE,23.68,0.2793,11,Credit Card,Premium
TXN005897,ST002,8/23/23,TX,Summer,29.5,Thunderstorm,Allergy Medicine,FALSE,69.36,0.2017,1,Digital Wallet,Regular
TXN001978,ST002,8/23/23,TX,Summer,26.6,Warm,Yard Tools,FALSE,26.08,0.2443,10,Debit Card,Regular
TXN009996,ST003,8/23/23,NY,Summer,29.5,Thunderstorm,Outdoor Furniture,FALSE,39.4,0.1964,4,Debit Card,Regular
TXN000584,ST003,8/23/23,NY,Summer,30.5,Hot,Snow Equipment,FALSE,156.97,0.1518,14,Cash,Regular
TXN002527,ST003,8/23/23,NY,Summer,30.1,Humid,Summer Clothing,FALSE,54.38,0.1726,3,Cash,Regular
TXN003338,ST001,8/23/23,CA,Summer,29.4,Humid,Swimming Gear,FALSE,57.33,0.1894,1,Cash,Regular
TXN008709,ST002,8/23/23,TX,Summer,27,Sunny,Summer Clothing,FALSE,55.24,0.2183,6,Credit Card,Regular
TXN008686,ST004,8/23/23,FL,Summer,31,Clear,Swimming Gear,FALSE,117.84,0.2632,11,Digital Wallet,Regular
TXN000323,ST001,8/23/23,CA,Summer,32.7,Hot,Home Decor,FALSE,122.94,0.21,11,Cash,Premium
TXN007684,ST005,8/23/23,IL,Summer,29.1,Humid,Outdoor Furniture,FALSE,76.01,0.2713,6,Digital Wallet,Regular
TXN001169,ST005,8/23/23,IL,Summer,29,Hot,Swimming Gear,FALSE,119.8,0.1875,7,Debit Card,Premium
TXN000812,ST001,8/24/23,CA,Summer,26.7,Hot,Heaters,FALSE,61.01,0.1604,10,Digital Wallet,Regular
TXN006770,ST003,8/24/23,NY,Summer,31.5,Sunny,Sunscreen,FALSE,42.29,0.2323,14,Cash,Regular
TXN001439,ST005,8/24/23,IL,Summer,28,Thunderstorm,Yard Tools,FALSE,92.88,0.226,11,Credit Card,Premium
TXN001742,ST003,8/24/23,NY,Summer,32.9,Partly Cloudy,Allergy Medicine,FALSE,86.11,0.2126,2,Credit Card,Regular
TXN001868,ST005,8/24/23,IL,Summer,31.8,Dry,Air Conditioners,FALSE,99.38,0.2506,10,Cash,Regular
TXN008478,ST003,8/24/23,NY,Summer,31.1,Dry,Swimming Gear,FALSE,76.22,0.1654,12,Debit Card,Regular
TXN009022,ST002,8/24/23,TX,Summer,28.9,Humid,Summer Clothing,FALSE,104.88,0.2838,5,Credit Card,Regular
TXN002344,ST002,8/24/23,TX,Summer,25.1,Partly Cloudy,Rain Gear,FALSE,45.24,0.2839,5,Debit Card,Regular
TXN002577,ST002,8/24/23,TX,Summer,24.2,Sunny,Summer Clothing,FALSE,134.49,0.2034,13,Debit Card,Premium
TXN000078,ST004,8/24/23,FL,Summer,27.1,Warm,Swimming Gear,FALSE,91.36,0.2651,13,Digital Wallet,Premium
TXN001073,ST003,8/24/23,NY,Summer,28.7,Clear,Summer Clothing,FALSE,111.54,0.2405,12,Cash,Regular
TXN003350,ST003,8/24/23,NY,Summer,28.5,Thunderstorm,Swimming Gear,FALSE,7.41,0.2229,7,Debit Card,Regular
TXN003715,ST003,8/24/23,NY,Summer,30.8,Thunderstorm,Outdoor Furniture,FALSE,104.92,0.1604,10,Cash,Premium
TXN007943,ST001,8/24/23,CA,Summer,30.2,Humid,Halloween Items,FALSE,46.13,0.2016,12,Debit Card,Premium
TXN004309,ST004,8/24/23,FL,Summer,28.7,Partly Cloudy,Swimming Gear,FALSE,136.82,0.3006,12,Digital Wallet,Premium
TXN004295,ST003,8/24/23,NY,Summer,31.2,Hot,Outdoor Furniture,FALSE,65.59,0.1636,1,Debit Card,New
TXN004480,ST004,8/24/23,FL,Summer,25.3,Humid,Cleaning Supplies,FALSE,30.98,0.2752,13,Debit Card,Regular
TXN008155,ST005,8/24/23,IL,Summer,30.1,Hot,School Supplies,FALSE,49.32,0.2205,8,Credit Card,Premium
TXN005424,ST005,8/24/23,IL,Summer,31.1,Dry,Spring Clothing,FALSE,124.12,0.28,8,Digital Wallet,Regular
TXN005384,ST003,8/24/23,NY,Summer,26,Humid,Snow Equipment,FALSE,79.83,0.1726,12,Debit Card,Regular
TXN003798,ST003,8/24/23,NY,Summer,27.5,Warm,Swimming Gear,FALSE,34.53,0.2335,3,Credit Card,Regular
TXN007225,ST005,8/24/23,IL,Summer,23.4,Warm,Sunscreen,FALSE,106.68,0.2235,8,Debit Card,Regular
TXN004264,ST004,8/24/23,FL,Summer,26.8,Humid,Halloween Items,FALSE,74.4,0.2639,5,Credit Card,Regular
TXN007328,ST002,8/24/23,TX,Summer,28.4,Partly Cloudy,Air Conditioners,FALSE,76.62,0.2424,1,Credit Card,Premium
TXN005699,ST004,8/24/23,FL,Summer,26.6,Thunderstorm,Allergy Medicine,FALSE,150.45,0.3054,8,Credit Card,Regular
TXN006272,ST003,8/24/23,NY,Summer,33.2,Partly Cloudy,Summer Clothing,FALSE,96.06,0.2407,14,Credit Card,Regular
TXN008270,ST004,8/24/23,FL,Summer,33.1,Dry,Sunscreen,FALSE,61.72,0.2763,1,Credit Card,Regular
TXN004157,ST001,8/25/23,CA,Summer,24.6,Clear,Hot Beverages,FALSE,113.98,0.2284,2,Debit Card,New
TXN005054,ST005,8/25/23,IL,Summer,28.6,Sunny,Outdoor Furniture,FALSE,175.28,0.2405,2,Cash,Premium
TXN001574,ST005,8/25/23,IL,Summer,32.3,Partly Cloudy,Summer Clothing,FALSE,50.79,0.2097,3,Debit Card,Premium
TXN001944,ST002,8/25/23,TX,Summer,27.9,Thunderstorm,Sunscreen,FALSE,99.39,0.2716,3,Debit Card,Regular
TXN002071,ST004,8/25/23,FL,Summer,30.8,Hot,School Supplies,FALSE,58.29,0.3124,7,Credit Card,Regular
TXN000980,ST003,8/25/23,NY,Summer,36.6,Partly Cloudy,Snow Equipment,FALSE,182.73,0.2189,6,Cash,Regular
TXN002207,ST003,8/25/23,NY,Summer,25.8,Sunny,Sunscreen,FALSE,61.26,0.1566,2,Digital Wallet,Regular
TXN003012,ST001,8/25/23,CA,Summer,30,Thunderstorm,Garden Tools,FALSE,41.3,0.2336,13,Cash,Premium
TXN002390,ST003,8/25/23,NY,Summer,28.8,Humid,Home Decor,FALSE,42.93,0.1834,2,Credit Card,Regular
TXN000466,ST002,8/25/23,TX,Summer,27.9,Humid,School Supplies,FALSE,24.82,0.2115,5,Debit Card,Premium
TXN008211,ST001,8/25/23,CA,Summer,29.7,Hot,Summer Clothing,FALSE,41.98,0.1809,9,Credit Card,Premium
TXN005530,ST005,8/25/23,IL,Summer,26.8,Partly Cloudy,Outdoor Furniture,FALSE,222.32,0.1814,7,Credit Card,Premium
TXN006160,ST003,8/25/23,NY,Summer,36.1,Clear,Outdoor Furniture,FALSE,440.67,0.1777,7,Credit Card,Premium
TXN007576,ST001,8/25/23,CA,Summer,31.4,Thunderstorm,Sunscreen,FALSE,31.99,0.2162,1,Credit Card,Premium
TXN009837,ST003,8/25/23,NY,Summer,33,Partly Cloudy,Hot Beverages,FALSE,149.04,0.1626,6,Credit Card,Premium
TXN008960,ST001,8/25/23,CA,Summer,26.4,Warm,Rain Gear,FALSE,68.08,0.2011,2,Debit Card,Regular
TXN008517,ST002,8/25/23,TX,Summer,29.3,Humid,Swimming Gear,FALSE,33.41,0.2913,1,Cash,Regular
TXN002558,ST005,8/25/23,IL,Summer,28.6,Warm,Snow Equipment,FALSE,48.21,0.2182,13,Credit Card,Regular
TXN008091,ST003,8/25/23,NY,Summer,29.3,Warm,Summer Clothing,FALSE,41.14,0.2128,10,Credit Card,Premium
TXN008844,ST001,8/25/23,CA,Summer,26.1,Humid,Winter Clothing,FALSE,87.2,0.1932,5,Debit Card,Regular
TXN007918,ST002,8/26/23,TX,Summer,31,Thunderstorm,Summer Clothing,FALSE,85.46,0.268,6,Debit Card,Regular
TXN002536,ST004,8/26/23,FL,Summer,30,Thunderstorm,Halloween Items,FALSE,73.92,0.2423,8,Debit Card,Regular
TXN002730,ST003,8/26/23,NY,Summer,29.3,Partly Cloudy,Sunscreen,FALSE,59.9,0.1592,11,Credit Card,New
TXN005128,ST002,8/26/23,TX,Summer,28.4,Partly Cloudy,Air Conditioners,FALSE,40.78,0.2715,8,Debit Card,Regular
TXN006527,ST003,8/26/23,NY,Summer,28.8,Thunderstorm,School Supplies,FALSE,53.98,0.1978,9,Credit Card,Regular
TXN004065,ST001,8/26/23,CA,Summer,30,Mild,Swimming Gear,FALSE,36.1,0.2421,5,Cash,Premium
TXN008335,ST004,8/26/23,FL,Summer,29.9,Humid,Air Conditioners,FALSE,67.06,0.2619,1,Debit Card,Regular
TXN008022,ST001,8/26/23,CA,Summer,25,Clear,Rain Gear,FALSE,55.68,0.2099,14,Credit Card,Regular
TXN009086,ST001,8/26/23,CA,Summer,36.4,Clear,Swimming Gear,FALSE,27.58,0.206,13,Credit Card,Regular
TXN005372,ST002,8/26/23,TX,Summer,33.6,Thunderstorm,Home Decor,FALSE,63,0.2068,8,Credit Card,Premium
TXN000634,ST001,8/26/23,CA,Summer,31.4,Hot,Spring Clothing,FALSE,39.67,0.1504,8,Debit Card,Regular
TXN009058,ST001,8/26/23,CA,Summer,32.3,Hot,Air Conditioners,FALSE,91.92,0.1708,2,Credit Card,Regular
TXN005360,ST003,8/26/23,NY,Summer,28.2,Humid,Summer Clothing,FALSE,36.12,0.1986,4,Debit Card,Premium
TXN007468,ST003,8/26/23,NY,Summer,26,Warm,Summer Clothing,FALSE,100.33,0.2375,10,Cash,Regular
TXN003335,ST001,8/26/23,CA,Summer,29.5,Thunderstorm,Air Conditioners,FALSE,132.35,0.2012,1,Credit Card,Premium
TXN009359,ST004,8/26/23,FL,Summer,30.8,Hot,School Supplies,FALSE,25.5,0.2999,3,Credit Card,New
TXN008363,ST004,8/26/23,FL,Summer,26.3,Thunderstorm,Holiday Decorations,FALSE,80.64,0.226,7,Credit Card,Regular
TXN002231,ST004,8/26/23,FL,Summer,24.9,Thunderstorm,Hot Beverages,FALSE,84.96,0.2795,13,Credit Card,Regular
TXN005627,ST001,8/26/23,CA,Summer,30.3,Hot,Swimming Gear,FALSE,130.11,0.1884,14,Cash,Regular
TXN008859,ST001,8/26/23,CA,Summer,31.9,Partly Cloudy,Sunscreen,FALSE,66.24,0.1946,13,Cash,Premium
TXN009734,ST003,8/27/23,NY,Summer,28.9,Sunny,Sunscreen,FALSE,64.29,0.1743,12,Digital Wallet,Premium
TXN004185,ST001,8/27/23,CA,Summer,30.1,Humid,Air Conditioners,FALSE,98.55,0.2263,3,Credit Card,Premium
TXN003908,ST002,8/27/23,TX,Summer,26.1,Partly Cloudy,Fall Clothing,FALSE,70.3,0.2694,3,Debit Card,Premium
TXN005882,ST005,8/27/23,IL,Summer,29.7,Clear,Home Decor,FALSE,33.93,0.2452,9,Credit Card,Regular
TXN002238,ST002,8/27/23,TX,Summer,32.2,Hot,Swimming Gear,FALSE,129.86,0.2302,7,Cash,Regular
TXN003261,ST001,8/27/23,CA,Summer,28.6,Warm,Home Decor,FALSE,54.84,0.2389,9,Cash,Regular
TXN009594,ST003,8/27/23,NY,Summer,28.3,Warm,Summer Clothing,FALSE,67.49,0.1684,14,Digital Wallet,Regular
TXN006838,ST003,8/27/23,NY,Summer,30.5,Clear,Air Conditioners,FALSE,66.21,0.2297,7,Cash,Premium
TXN007994,ST004,8/27/23,FL,Summer,27.6,Warm,Summer Clothing,FALSE,90.61,0.2364,10,Debit Card,Regular
TXN000705,ST004,8/27/23,FL,Summer,34.5,Thunderstorm,Outdoor Furniture,FALSE,97.06,0.2952,2,Digital Wallet,Regular
TXN004011,ST004,8/27/23,FL,Summer,27.5,Humid,Air Conditioners,FALSE,46.09,0.2702,10,Credit Card,Regular
TXN006802,ST004,8/27/23,FL,Summer,33.3,Hot,Garden Tools,FALSE,41.39,0.25,9,Credit Card,New
TXN004803,ST001,8/27/23,CA,Summer,25.7,Humid,Swimming Gear,FALSE,74.91,0.1789,10,Credit Card,Regular
TXN006434,ST005,8/27/23,IL,Summer,34.2,Thunderstorm,Fall Clothing,FALSE,40.66,0.1997,11,Credit Card,Regular
TXN001342,ST003,8/27/23,NY,Summer,31.1,Hot,Spring Clothing,FALSE,62.59,0.1885,1,Cash,Premium
TXN005548,ST002,8/27/23,TX,Summer,30.6,Thunderstorm,Winter Clothing,FALSE,100.69,0.2846,8,Cash,Regular
TXN004753,ST001,8/27/23,CA,Summer,32,Hot,Air Conditioners,FALSE,52.01,0.2092,11,Debit Card,Regular
TXN003143,ST004,8/27/23,FL,Summer,29.1,Humid,Heaters,FALSE,77.13,0.2615,9,Credit Card,New
TXN000377,ST002,8/27/23,TX,Summer,27.4,Thunderstorm,Summer Clothing,FALSE,76.7,0.2076,10,Credit Card,Premium
TXN009268,ST002,8/27/23,TX,Summer,23.9,Warm,Sunscreen,FALSE,90.38,0.2181,9,Debit Card,Regular
TXN009109,ST001,8/27/23,CA,Summer,29,Thunderstorm,School Supplies,FALSE,40.05,0.2175,10,Credit Card,Premium
TXN004676,ST003,8/27/23,NY,Summer,31.5,Humid,Swimming Gear,FALSE,148.66,0.1834,9,Debit Card,Premium
TXN002253,ST001,8/28/23,CA,Summer,31.6,Thunderstorm,Home Decor,FALSE,44.58,0.1745,11,Debit Card,Premium
TXN006899,ST003,8/28/23,NY,Summer,31.6,Clear,Allergy Medicine,FALSE,55.06,0.2414,12,Digital Wallet,Regular
TXN006467,ST005,8/28/23,IL,Summer,31.4,Thunderstorm,Outdoor Furniture,FALSE,39.64,0.2074,1,Debit Card,Regular
TXN004135,ST005,8/28/23,IL,Summer,24.5,Warm,Sunscreen,FALSE,92.36,0.2496,12,Credit Card,Premium
TXN008827,ST002,8/28/23,TX,Summer,28,Humid,Summer Clothing,FALSE,37.49,0.2012,7,Credit Card,Premium
TXN001408,ST003,8/28/23,NY,Summer,27.5,Humid,Halloween Items,FALSE,68.51,0.2395,2,Debit Card,Premium
TXN008921,ST005,8/28/23,IL,Summer,26.6,Thunderstorm,Rain Gear,FALSE,19.81,0.2435,11,Digital Wallet,Regular
TXN001257,ST003,8/28/23,NY,Summer,29.6,Dry,Sunscreen,FALSE,92.82,0.2487,5,Credit Card,Regular
TXN004086,ST001,8/28/23,CA,Summer,25.6,Warm,Swimming Gear,FALSE,58.88,0.1988,10,Debit Card,New
TXN003939,ST004,8/28/23,FL,Summer,30.4,Partly Cloudy,Summer Clothing,FALSE,88.22,0.2913,9,Digital Wallet,Regular
TXN008662,ST002,8/28/23,TX,Summer,26.4,Sunny,Swimming Gear,FALSE,56.27,0.2484,5,Debit Card,New
TXN004331,ST005,8/28/23,IL,Summer,27,Clear,Sunscreen,FALSE,68.93,0.2186,4,Debit Card,Premium
TXN003045,ST004,8/28/23,FL,Summer,27.4,Sunny,Sunscreen,FALSE,74.5,0.2728,12,Digital Wallet,Regular
TXN001869,ST001,8/28/23,CA,Summer,33.4,Humid,Spring Clothing,FALSE,36.3,0.1718,3,Debit Card,Regular
TXN002878,ST002,8/28/23,TX,Summer,25,Humid,Snow Equipment,FALSE,62.95,0.211,4,Debit Card,Premium
TXN008241,ST004,8/28/23,FL,Summer,24.6,Humid,Air Conditioners,FALSE,81.08,0.2547,14,Cash,Regular
TXN005829,ST001,8/28/23,CA,Summer,30.4,Humid,Outdoor Furniture,FALSE,78.76,0.2048,7,Debit Card,Regular
TXN000857,ST004,8/28/23,FL,Summer,26.6,Thunderstorm,Hot Beverages,FALSE,42.14,0.2604,2,Debit Card,Regular
TXN001930,ST004,8/28/23,FL,Summer,28.9,Thunderstorm,Spring Clothing,FALSE,97.94,0.2914,10,Debit Card,Regular
TXN009146,ST005,8/28/23,IL,Summer,36.7,Thunderstorm,Summer Clothing,FALSE,84.6,0.2051,8,Debit Card,New
TXN005867,ST001,8/28/23,CA,Summer,28.7,Hot,Sunscreen,FALSE,49.05,0.1694,2,Cash,Regular
TXN006698,ST001,8/28/23,CA,Summer,31.5,Thunderstorm,Outdoor Furniture,FALSE,57.12,0.2209,14,Credit Card,Premium
TXN002720,ST002,8/28/23,TX,Summer,29.8,Sunny,Fall Clothing,FALSE,60.83,0.298,4,Debit Card,Regular
TXN003369,ST005,8/28/23,IL,Summer,30.8,Thunderstorm,Cleaning Supplies,FALSE,38.74,0.2686,4,Credit Card,Premium
TXN006494,ST002,8/28/23,TX,Summer,31.2,Clear,Sunscreen,FALSE,30.17,0.2961,7,Debit Card,Regular
TXN009482,ST003,8/28/23,NY,Summer,31.6,Thunderstorm,Summer Clothing,FALSE,63.87,0.1959,11,Credit Card,Regular
TXN008184,ST001,8/28/23,CA,Summer,33.4,Hot,Air Conditioners,FALSE,62.2,0.1761,9,Cash,Regular
TXN000074,ST005,8/29/23,IL,Summer,31.3,Hot,Air Conditioners,FALSE,44.45,0.2754,7,Credit Card,Regular
TXN006148,ST001,8/29/23,CA,Summer,24.2,Warm,Garden Tools,FALSE,229.98,0.2269,9,Credit Card,Premium
TXN005572,ST001,8/29/23,CA,Summer,36.8,Partly Cloudy,Air Conditioners,FALSE,31.47,0.2493,12,Debit Card,Premium
TXN003133,ST004,8/29/23,FL,Summer,26.5,Sunny,Yard Tools,FALSE,37.75,0.2311,9,Debit Card,Regular
TXN005558,ST005,8/29/23,IL,Summer,27.6,Clear,Outdoor Furniture,FALSE,59.58,0.1898,11,Credit Card,Regular
TXN009784,ST004,8/29/23,FL,Summer,35.7,Hot,Swimming Gear,FALSE,79.92,0.2312,4,Credit Card,Premium
TXN006683,ST005,8/29/23,IL,Summer,34.2,Sunny,Air Conditioners,FALSE,17.91,0.1936,8,Cash,Regular
TXN001405,ST004,8/29/23,FL,Summer,25.6,Thunderstorm,Outdoor Furniture,FALSE,62.72,0.229,5,Debit Card,Premium
TXN003550,ST003,8/29/23,NY,Summer,28.5,Humid,Outdoor Furniture,FALSE,163.09,0.2048,6,Debit Card,Regular
TXN000342,ST003,8/29/23,NY,Summer,25,Thunderstorm,Air Conditioners,FALSE,35.8,0.1916,1,Credit Card,Regular
TXN008475,ST001,8/29/23,CA,Summer,32.4,Thunderstorm,Home Decor,FALSE,81.33,0.1653,14,Credit Card,Regular
TXN006282,ST003,8/29/23,NY,Summer,29.7,Thunderstorm,Sunscreen,FALSE,36.39,0.2292,5,Credit Card,Premium
TXN007523,ST003,8/29/23,NY,Summer,30.3,Hot,Summer Clothing,FALSE,36.65,0.1721,12,Credit Card,Premium
TXN007544,ST003,8/29/23,NY,Summer,31.3,Thunderstorm,Summer Clothing,FALSE,83.44,0.1559,1,Cash,Regular
